claim_gang,claim_url,country,date,domain,has_infostealer_info,link,summary,title,url,victim,infostealer_data.employees,infostealer_data.employees_url,infostealer_data.thirdparties,infostealer_data.update,infostealer_data.users,infostealer_data.users_url,infostealer_data.infostealer_stats.Azorult,infostealer_data.infostealer_stats.Lumma,infostealer_data.infostealer_stats.Raccoon,infostealer_data.infostealer_stats.RedLine,infostealer_data.infostealer_stats.StealC,infostealer_data.infostealer_stats.Vidar,infostealer_data.thirdparties_domain,infostealer_data.infostealer_stats.UNKNOWN,infostealer_data.infostealer_stats.CRYPTBOT,infostealer_data.infostealer_stats.Generic Stealer,infostealer_data.infostealer_stats.Atomic,infostealer_data.infostealer_stats.DarkCrystal,infostealer_data.infostealer_stats.Taurus,infostealer_data.infostealer_stats.Ficker,added,infostealer_data.infostealer_stats.Mystic,infostealer_data.infostealer_stats.Predator,infostealer_data.infostealer_stats.KPOT,infostealer_data.infostealer_stats.Redline,infostealer_data.infostealer_stats.racoon,infostealer_data.infostealer_stats.Acreed
False,False,US,2024-02-19,townofpoughkeepsie.com,False,https://www.ransomware.live/id/dG93bm9mcG91Z2hrZWVwc2llLmNvbUAyMDI0LTAyLTE5,"La ville de Poughkeepsie a été la cible d'une cyberattaque le week-end précédent, mais a réussi à se rétablir rapidement grâce à l'intervention de ses consultants en cybersécurité et de son équipe informatique. Aucune fuite de données n'a été signalée suite à l'attaque, qui a été contenue par la fermeture rapide des serveurs. La superviseure de la ville, Rebecca Edwards, a souligné l'importance de renforcer les mesures de cybersécurité, en réaction à l'augmentation des attaques de rançongiciels contre les gouvernements locaux et d'État, citant un rapport de Sophos indiquant une hausse de 70% de ces attaques en 2021 par","Town of Poughkeepsie faces cyber attack, recovers quickly",https://www.hvobserver.com/38478/town-of-poughkeepsie-faces-cyber-attack-recovers-quickly/,Poughkeepsie Town,,,,,,,,,,,,,,,,,,,,,2024-02-28,,,,,,
False,False,US,2023-12-21,ehd.org,False,https://www.ransomware.live/id/ZWhkLm9yZ0AyMDIzLTEyLTIx,"Le 20 février 2024, le département de la santé égyptien (Egyptian Health Department, EHD) a signalé une violation de données à la suite d'une cyberattaque survenue en décembre 2023, où des informations sensibles des consommateurs, telles que les noms, numéros de sécurité sociale, numéros de permis de conduire, identifiants gouvernementaux, informations financières et d'assurance, ont été accessibles par un acteur non autorisé. EHD a sécurisé ses systèmes et a mené une enquête avec des experts en cybersécurité, confirmant que des informations confidentielles sur les patients et les employés ont été affectées.","Egyptian Health Department Reports Data Breach Following December 2023 Cyberattack | Console and Associates, P.C. - JDSupra",https://www.jdsupra.com/legalnews/egyptian-health-department-reports-data-9863424/,Egyptian Health Department (EHD),,,,,,,,,,,,,,,,,,,,,2024-02-28,,,,,,
blackbasta,https:/www.ransomware.live/id/ZHVwb250LXJlc3RhdXJhdGlvbi5mckBibGFja2Jhc3Rh,FR,2023-12-14,dupont-restauration.fr,True,https://www.ransomware.live/id/ZHVwb250LXJlc3RhdXJhdGlvbi5mckAyMDIzLTEyLTE0,"La plateforme Restoconnect, utilisée pour la réservation des repas dans les cantines scolaires de Nîmes, est inaccessible depuis le 14 décembre à la suite d'une cyberattaque contre Dupont Restauration, le gestionnaire du service. Aucune donnée personnelle n'a été compromise, mais l'incident a entraîné des difficultés pour les familles qui ne peuvent plus réserver ni recevoir de factures. Le maire de Nîmes a annoncé un échelonnement des paiements pour alléger la charge financière des familles une fois que la plateforme sera rétablie, sans toutefois préciser de date de retour à la normale.",NÎMES Problème de réservation à la cantine : la plateforme Restoconnect toujours inaccessible,https://www.objectifgard.com/actualites/nimes-probleme-de-reservation-a-la-cantine-la-plateforme-restoconnect-toujours-inaccessible-123902.php,Dupont Restauration,0.0,0.0,6.0,2024-02-25 09:06:27,9.0,4.0,,,,,,,,,,,,,,,2024-02-29,,,,,,
False,False,US,2023-01-26,mpw.org,False,https://www.ransomware.live/id/bXB3Lm9yZ0AyMDIzLTAxLTI2,"Muscatine Power and Water (MPW) travaille avec un groupe d'experts indépendants pour se remettre d'une cyberattaque par ransomware survenue le 26 janvier, qui a potentiellement compromis les données des clients actuels et passés. Aucun cas d'usurpation d'identité n'a été signalé, mais par précaution, MPW offre des services de surveillance de crédit et de protection contre le vol d'identité à tous les clients concernés. L'entreprise a sécurisé ses systèmes et mis en place des protections supplémentaires pour réduire le risque de futures cyberattaques.",Muscatine Power and Water investigation into cyberattack continues,https://qctimes.com/muscatine/news/local/muscatine-power-and-water-investigation-into-cyberattack-continues/article_22e6ba0e-cfba-5ebb-829a-21e4ea60f88e.html,Muscatine Power and Water (MPW),,,,,,,,,,,,,,,,,,,,,2024-02-29,,,,,,
False,False,DE,2024-02-29,bad-schwalbach.de,False,https://www.ransomware.live/id/YmFkLXNjaHdhbGJhY2guZGVAMjAyNC0wMi0yOQ==,"Suite à une présumée attaque de pirates informatiques, le système de la ville de Bad Schwalbach (Rheingau-Taunus) a été mis hors service. Toutes les connexions Internet ont été coupées par précaution, et l'administration municipale n'est actuellement accessible que par téléphone et par une boîte e-mail externe. Des ""anomalies"" dans une application ont été détectées il y a deux semaines, et des investigations ont révélé un ""incident de sécurité"".",Hackerangriff auf Stadtverwaltung in Bad Schwalbach | hessenschau.de | Panorama,"https://www.hessenschau.de/panorama/hackerangriff-auf-stadtverwaltung-in-bad-schwalbach-v1,kurz-angriff-180.html",Bad Schwalbach,,,,,,,,,,,,,,,,,,,,,2024-02-29,,,,,,
False,False,PA,2024-02-28,umt.edu.pk,True,https://www.ransomware.live/id/dW10LmVkdS5wa0AyMDI0LTAyLTI4,"L'Université de Management et Technologie (UMT) à Lahore a été victime d'une cyberattaque par ransomware, compromettant sa base de données en ligne et son système de planification des ressources d'entreprise (ERP), entraînant des perturbations majeures de services internes. Malgré les efforts du personnel pour restaurer les services critiques, presque un mois après l'attaque, les systèmes restent inaccessibles.",University of Management and Technology has been cyber-attacked Pi News | Pi News,https://proiqra.com/university-of-management-and-technology-has-been-cyber-attacked-pi-news/,Université de Management et Technologie (UMT),992.0,55.0,2232.0,2024-02-29 08:49:41,7440.0,100.0,,,,,,,,,,,,,,,2024-02-29,,,,,,
False,False,IT,2024-02-18,intercos.com,True,https://www.ransomware.live/id/aW50ZXJjb3MuY29tQDIwMjQtMDItMTg=,"Intercos, une entreprise cotée sur Euronext Milan et active dans le secteur de la cosmétique, a subi une cyberattaque et travaille activement à la résolution de la situation pour reprendre ses activités normales. Les systèmes ERP (SAP et AS400), les sites web institutionnels et les applications critiques ont été restaurés et sont progressivement déployés sur tous les ordinateurs vérifiés comme sécurisés. La capacité de production de tous les sites d'Intercos augmente progressivement, bien que cela varie selon le degré de contamination des systèmes, et jusqu'à présent, aucune fuite de données n'a été détectée sur le Dark Web.",Intercos aggiorna su cyberattacco: siti operano con capacità sempre crescente,https://finanza.ilsecoloxix.it/News/2024/03/01/intercos-aggiorna-su-cyberattacco-siti-operano-con-capacita-sempre-crescente/MTQ1XzIwMjQtMDMtMDFfVExC,Intercos,0.0,0.0,5.0,2024-03-01 17:54:05,6.0,5.0,,,,,,,,,,,,,,,2024-03-01,,,,,,
False,False,SW,2024-02-29,mediplast.se,False,https://www.ransomware.live/id/bWVkaXBsYXN0LnNlQDIwMjQtMDItMjk=,"L'entreprise Mediplast, fournisseur de matériel médical pour la région de Västerbotten en Suède, a été victime d'une cyberattaque, affectant la livraison de produits essentiels utilisés dans les opérations chirurgicales. La région a activé un état d'urgence pour surveiller la situation et évalue la possibilité de recourir à d'autres fournisseurs, tout en disposant d'un stock suffisant pour gérer à court terme. Les responsables prévoient que les problèmes de livraison pourraient persister pendant plusieurs jours, mais ne voient pas de défis immédiats tant que le stock actuel est disponible.",Region Västerbotten i stabsläge efter cyberattack mot leverantör | SVT Nyheter,https://www.svt.se/nyheter/lokalt/vasterbotten/region-vasterbotten-i-stabslage-efter-it-storningar-hos-leverantor,Mediplast,,,,,,,,,,,,,,,,,,,,,2024-03-01,,,,,,
False,False,NL,2024-02-16,abtexel.nl,True,https://www.ransomware.live/id/YWJ0ZXhlbC5ubEAyMDI0LTAyLTE2,"La société de transport routier AB Texel a été victime d'une cyberattaque par ransomware menée par le groupe de hackers Cactus, qui avait précédemment ciblé Schneider Electric. Malgré l'attaque survenue le 16 février, l'entreprise affirme que cela n'a pas eu d'impact sur ses services et qu'une opération de restauration a été immédiatement lancée. AB Texel a signalé l'incident à la police et à l'Autorité de protection des données personnelles, et les entreprises logistiques sont de plus en plus ciblées par ce type de cybercriminalité.",Hackers slaan toe bij AB Texel: ‘geen impact op dienstverlening’ | NT,https://www.nt.nl/wegvervoer/2024/02/29/hackers-slaan-toe-bij-ab-texel-geen-impact-op-dienstverlening/,AB Texel,0.0,0.0,0.0,2024-03-01 14:39:13,1.0,1.0,,,,,,,,,,,,,,,2024-03-01,,,,,,
False,False,US,2023-08-11,goldencorral.com,False,https://www.ransomware.live/id/Z29sZGVuY29ycmFsLmNvbUAyMDIzLTA4LTEx,"La chaîne de restaurants Golden Corral a subi une violation de données en août 2023, affectant les informations personnelles d'environ 183 000 personnes, y compris des clients et des employés actuels et passés. Après avoir découvert l'incident, Golden Corral a informé les autorités fédérales, lancé une enquête et mis en place des mesures de sécurité supplémentaires, offrant également 24 mois de services de surveillance de crédit aux personnes affectées. Cet incident s'inscrit dans une série d'attaques cybernétiques récentes visant des infrastructures critiques, soulignant une augmentation des violations de données dans divers secteurs.","Golden Corral Restaurant Discloses Data Breach Affecting 183,000 People | Tech Times",https://www.techtimes.com/articles/302192/20240301/golden-corral-restaurant-discloses-data-breach-affecting-183-000-people.htm,Golden Corral,,,,,,,,,,,,,,,,,,,,,2024-03-01,,,,,,
False,False,US,2023-02-17,richland.edu,False,https://www.ransomware.live/id/cmljaGxhbmQuZWR1QDIwMjMtMDItMTc=,"Richland Community College a été victime d'une cyberattaque le 17 février, entraînant des perturbations importantes de ses systèmes, notamment la mise hors service des serveurs réseau, des téléphones et de certains e-mails départementaux. Bien que les cours en personne se poursuivent et que l'accès aux cours en ligne soit maintenu via le système ""Canvas"", l'établissement travaille avec des professionnels de la cybersécurité pour rétablir les opérations normales. Aucune information supplémentaire n'a été partagée sur la nature de l'attaque ou sur l'état d'avancement de la résolution des problèmes.",Issues remain following cyber attack at Richland Community College,https://herald-review.com/news/local/crime-courts/issues-remain-following-cyber-attack-at-richland-community-college/article_f8ecf942-d752-11ee-98bd-c357a4db0028.html,Richland Community College,,,,,,,,,,,,,,,,,,,,,2024-03-01,,,,,,
False,False,US,2024-02-20,willamette.edu,True,https://www.ransomware.live/id/d2lsbGFtZXR0ZS5lZHVAMjAyNC0wMi0yMA==,"L'Université Willamette se remet d'une cyberattaque majeure survenue le soir du 20 février 2024, juste après une journée dédiée à la technologie où des sujets tels que l'intelligence artificielle et la cybersécurité ont été abordés. Suite à l'attaque, le site web de l'université, les téléphones et le réseau wifi ont été hors service, affectant également le campus de Portland, le Pacific Northwest College of Art. Bien que des systèmes aient été restaurés, l'université travaille toujours à la récupération complète et le FBI assiste dans l'enquête, sans divulguer de détails sur l'incident.",Willamette University recovering from cyberattack that followed its Tech Day - Salem Reporter,https://www.salemreporter.com/2024/02/29/willamette-university-recovering-from-cyberattack-that-followed-its-tech-day/,Willamette University,2.0,3.0,14.0,2024-03-01 14:38:39,50.0,36.0,,,,,,,,,,,,,,,2024-03-01,,,,,,
dragonforce,https:/www.ransomware.live/id/QmFkZW5AZHJhZ29uZm9yY2U=,CH,2023-12-04,baden.ch,False,https://www.ransomware.live/id/YmFkZW4uY2hAMjAyMy0xMi0wNA==,"Suite à une cyberattaque sur la ville de Baden en décembre, où des données ont été volées, une soixantaine de citoyens se sont renseignés auprès d'une cellule de crise mise en place, avec dix personnes affectées par le vol de données personnelles. Les données compromises incluaient des noms, des adresses e-mail et, dans certains cas, une combinaison de plusieurs informations personnelles. La ville a renforcé ses mesures de sécurité, notamment en sensibilisant ses employés et en collaborant davantage avec des experts externes.",Kriminalität: Dutzende Anfragen bei Meldestelle nach Cyberangriff auf Stadt Baden | blue News,https://www.bluewin.ch/de/newsregional/nord/dutzende-anfragen-bei-meldestelle-nach-cyberangriff-auf-stadt-baden-2105435.html,Baden,,,,,,,,,,,,,,,,,,,,,2024-03-01,,,,,,
False,False,ES,2024-03-01,hansab.ee,True,https://www.ransomware.live/id/aGFuc2FiLmVlQDIwMjQtMDMtMDE=,"Suite à un incident cybernétique, la société de sécurité et de logiciels Hansab a subi des perturbations importantes de ses systèmes informatiques, mais les opérations bancaires en Estonie, y compris les distributeurs automatiques, les paiements par carte et la banque en ligne, n'ont pas été affectées grâce à l'intervention rapide de la Banque d'Estonie. Hansab a collaboré avec l'Autorité de l'État pour les Systèmes d'Information pour restaurer rapidement les services perturbés, démontrant la résilience de l'infrastructure bancaire estonienne face aux menaces cybernétiques.","Hansab Cyber Incident Disrupts IT Systems, Estonia's Banking Operations Remain Unaffected",https://bnnbreaking.com/tech/cybersecurity/hansab-cyber-incident-disrupts-it-systems-estonias-banking-operations-remain-unaffected,Hansab,5.0,7.0,1.0,2024-03-03 19:17:25,13.0,20.0,,,,,,,,,,,,,,,2024-03-03,,,,,,
False,False,US,2023-12-26,medq.com,False,https://www.ransomware.live/id/bWVkcS5jb21AMjAyMy0xMi0yNg==,"MedQ, Inc., un fournisseur de services administratifs pour des entités couvertes par la HIPAA, a été victime d'une attaque par rançongiciel autour du 26 décembre 2023. Certains des serveurs utilisés par la plateforme MedQ et hébergés sur une plateforme tierce ont été chiffrés lors de l'attaque. L'enquête médico-légale a confirmé que des fichiers ont été copiés à partir des serveurs entre le 20 et le 26 décembre 2023, avant le chiffrement des fichiers.","Cogdell Memorial Hospital Cyberattack Affects 87,000 Patients",https://www.hipaajournal.com/cogdell-memorial-hospital-cyberattack-affects-87000-patients/,"MedQ, Inc.",,,,,,,,,,,,,,,,,,,,,2024-03-04,,,,,,
False,False,US,2023-12-19,mhcna.org,False,https://www.ransomware.live/id/bWhjbmEub3JnQDIwMjMtMTItMTk=,"Le Centre de santé mentale du Nord de l'Alabama a informé 1 000 personnes d'un accès non autorisé à leurs informations de santé protégées. La violation a été détectée le 19 décembre 2023 et bien que l'enquête soit toujours en cours, il a été confirmé qu'il y avait eu un accès non autorisé à certains systèmes pendant une courte période en décembre.","Cogdell Memorial Hospital Cyberattack Affects 87,000 Patients",https://www.hipaajournal.com/cogdell-memorial-hospital-cyberattack-affects-87000-patients/,Mental Health Center of North Central Alabama,,,,,,,,,,,,,,,,,,,,,2024-03-04,,,,,,
False,False,US,2023-08-27,canyons.edu,False,https://www.ransomware.live/id/Y2FueW9ucy5lZHVAMjAyMy0wOC0yNw==,"Le Santa Clarita Community College District a confirmé que les informations de santé protégées de 2 324 personnes ont été compromises lors d'une violation de données chez son associé commercial, le cabinet de conseil et de courtage basé à Torrance, Keenan & Associates. Le 27 août 2023, Keenan & Associates a identifié une intrusion lorsque des perturbations se sont produites sur ses serveurs réseau. L'enquête médico-légale a confirmé qu'il y avait eu un accès non autorisé aux systèmes entre le 21 août 2023 et le 27 août 2023, période pendant laquelle des fichiers ont été retirés de ses systèmes.","Cogdell Memorial Hospital Cyberattack Affects 87,000 Patients",https://www.hipaajournal.com/cogdell-memorial-hospital-cyberattack-affects-87000-patients/,Santa Clarita Community College District,,,,,,,,,,,,,,,,,,,,,2024-03-04,,,,,,
karakurt,https:/www.ransomware.live/id/SG9zcGljZSBvZiBIdW50aW5ndG9uQGthcmFrdXJ0,US,2023-08-28,hospiceofhuntington.org,False,https://www.ransomware.live/id/aG9zcGljZW9maHVudGluZ3Rvbi5vcmdAMjAyMy0wOC0yOA==,Le Hospice of Huntington en Virginie-Occidentale a informé 9 013 personnes que certaines de leurs informations de santé protégées ont été exposées lors d'un incident de sécurité survenu le 28 août 2023. L'enquête médico-légale et l'examen des fichiers ont été achevés le 18 décembre 2023 et ont confirmé que des fichiers avaient été retirés de ses systèmes le 25 août 2023. L'attaque a été revendiquée par Karakurt le 22 septembre 2023.,"Cogdell Memorial Hospital Cyberattack Affects 87,000 Patients",https://www.hipaajournal.com/cogdell-memorial-hospital-cyberattack-affects-87000-patients/,Hospice of Huntington,,,,,,,,,,,,,,,,,,,,,2024-03-04,,,,,,
lorenz,https:/www.ransomware.live/id/Q29nZGVsbCBNZW1vcmlhbCBIb3NwaXRhbEBsb3Jlbno=,US,2023-10-10,cogdellhospital.com,False,https://www.ransomware.live/id/Y29nZGVsbGhvc3BpdGFsLmNvbUAyMDIzLTEwLTEw,"L'article rapporte une cyberattaque survenue au Cogdell Memorial Hospital au Texas, où les données personnelles et médicales de 87 000 patients ont été potentiellement compromises. L'hôpital a sécurisé son réseau et mène une enquête avec une firme de cybersécurité, mais n'a pas offert de services de surveillance de crédit ou de protection contre le vol d'identité aux victimes. L'attaque a été revendiquée un moins plus tard par Lorenz.","Cogdell Memorial Hospital Cyberattack Affects 87,000 Patients",https://www.hipaajournal.com/cogdell-memorial-hospital-cyberattack-affects-87000-patients/,Cogdell Memorial Hospital,,,,,,,,,,,,,,,,,,,,,2024-03-04,,,,,,
False,False,NZ,2024-02-09,auxosoftware.com,True,https://www.ransomware.live/id/YXV4b3NvZnR3YXJlLmNvbUAyMDI0LTAyLTA5,"Auxo, un fournisseur de logiciels pour le secteur automobile en Nouvelle-Zélande, a été victime d'une cyberattaque internationale qui a entraîné le vol de données confidentielles de clients. La société a réagi rapidement en obtenant une ordonnance restrictive de la Haute Cour pour tenter de prévenir l'utilisation abusive des données volées. Cet incident met en évidence la menace croissante du cybercrime et souligne la nécessité pour les entreprises de renforcer leurs mesures de cybersécurité.","Cyber Attack on Auxo Threatens National Car Dealerships, Firm Seeks High Court Aid",https://bnnbreaking.com/tech/cybersecurity/cyber-attack-on-auxo-threatens-national-car-dealerships-firm-seeks-high-court-aid,Auxo,0.0,0.0,0.0,2024-03-04 11:57:53,3.0,2.0,,,,,,,,,,,,,,,2024-03-04,,,,,,
rhysida,https:/www.ransomware.live/id/RWwgRGViYXRlQHJoeXNpZGE=,ME,2024-02-28,debate.com.mx,True,https://www.ransomware.live/id/ZGViYXRlLmNvbS5teEAyMDI0LTAyLTI4,"L'Instituto para la Protección de Personas Defensoras de Derechos Humanos y Periodistas de Sinaloa a condamné un attaque de type ransomware contre le journal El Debate, survenu le mercredi 28 février, qui a bloqué l'accès aux serveurs virtuels, de sauvegarde et de plan de récupération après sinistre, affectant diverses opérations sauf les opérations web. L'Institut a exprimé sa ferme condamnation de cette violence numérique qui menace la liberté d'expression et de presse, essentielles à la démocratie, et a exigé une enquête rapide pour identifier et punir les responsables. Il a également appelé à la protection du journalisme et à la défense de la liberté",Instituto para la Protección de Periodistas condena ataque cibernético contra El Debate,https://www.debate.com.mx/sinaloa/culiacan/Instituto-para-la-Proteccion-de-Personas-Defensoras-de-Derechos-Humanos-y-Periodistas-condena-ataque-cibernetico-contra-El-Debate-20240303-0040.html,El Debate,0.0,0.0,7.0,2024-03-04 11:56:57,40.0,23.0,,,,,,,,,,,,,,,2024-03-04,,,,,,
blackbasta,https:/www.ransomware.live/id/ZmN3LmNoQGJsYWNrYmFzdGE=,CH,2024-02-15,fcw.ch,True,https://www.ransomware.live/id/ZmN3LmNoQDIwMjQtMDItMTU=,"La bande de ransomware Black Basta a revendiqué une cyberattaque contre le détaillant de jouets Franz Carl Weber, affirmant avoir volé plus de 700 GB de données, y compris des documents comptables, des données personnelles d'employés et des fichiers du département des ressources humaines. En guise de preuve, ils ont publié des copies de passeports, de cartes d'identité et d'autres documents personnels. La chaîne de drogueries allemande Müller, maison mère de Franz Carl Weber, a confirmé l'attaque et a informé les autorités compétentes, mais n'a pas révélé la méthode d'attaque ni si elle envisage de payer la rançon demandée.",Cyberkriminelle stehlen schützenswerte Daten von Franz Carl Weber,https://www.inside-it.ch/cyberkriminelle-stehlen-schuetzenswerte-daten-von-franz-carl-weber-20240301,Franz Carl Weber,0.0,0.0,0.0,2024-02-29 14:50:00,16.0,2.0,,,,,,,,,,,,,,,2024-03-04,,,,,,
False,False,CA,2024-03-04,fintrac-canafe.canada.ca,False,https://www.ransomware.live/id/ZmludHJhYy1jYW5hZmUuY2FuYWRhLmNhQDIwMjQtMDMtMDQ=,"L'agence canadienne de renseignement financier, FINTRAC, a été contrainte de déconnecter ses systèmes d'entreprise suite à un incident de cybersécurité survenu pendant le week-end. Bien que la nature de l'incident n'ait pas été révélée, l'agence a précisé que cela n'impliquait pas ses systèmes de renseignement ou classifiés et qu'elle travaille avec ses partenaires fédéraux pour protéger et restaurer ses systèmes.",Cyberattack forces Canada’s financial intelligence agency to take systems offline,https://therecord.media/canada-fintrac-cyberattack-systems-offline,FINTRAC (Financial Transactions and Reports Analysis Centre of Canada),,,,,,,,,,,,,,,,,,,,,2024-03-05,,,,,,
False,False,DE,2024-02-27,drk-mannheim.de,False,https://www.ransomware.live/id/ZHJrLW1hbm5oZWltLmRlQDIwMjQtMDItMjc=,"Le district de Mannheim de la Croix-Rouge allemande (DRK) a été victime d'une cyberattaque. Selon le DRK de Mannheim, l'attaque a eu lieu dans la nuit du 27 février. Une conséquence de cette attaque est que l'accessibilité téléphonique du district ainsi que le contact par e-mail sont actuellement restreints.",Cyberangriff auf DRK-Kreisverband Mannheim,"https://www.mannheimer-morgen.de/orte/mannheim_artikel,-mannheim-cyberangriff-auf-drk-kreisverband-mannheim-_arid,2182684.html",DRK-Kreisverband Mannheim,,,,,,,,,,,,,,,,,,,,,2024-03-05,,,,,,
False,False,ZA,2024-02-29,cipc.co.za,True,https://www.ransomware.live/id/Y2lwYy5jby56YUAyMDI0LTAyLTI5,"Le système de la Commission des sociétés et de la propriété intellectuelle (CIPC) en Afrique du Sud a été la cible d'une cyberattaque, entraînant la compromission de données personnelles de clients et d'employés. Les techniciens en TIC de la CIPC ont rapidement détecté et isolé la menace, permettant de restaurer les systèmes affectés, mais des informations personnelles ont été exposées avant l'intervention. La CIPC a conseillé à ses clients de surveiller leurs transactions par carte de crédit et travaille activement à minimiser l'impact de cette exposition de données.",CIPC system latest victim of increasing cyber attacks,https://www.iol.co.za/the-star/news/cipc-system-latest-victim-of-increasing-cyber-attacks-4f7c70d3-3925-45a1-ab9b-d8beb469fa60,Companies and Intellectual Property Commission (CIPC),334.0,5.0,2.0,2024-03-05 07:50:55,11737.0,100.0,,,,,,,,,,,,,,,2024-03-05,,,,,,
blackbasta,https:/www.ransomware.live/id/ZHV2ZWwuY29tIHwgYm91bGV2YXJkLmNvbUBibGFja2Jhc3Rh,BE,2024-03-06,duvelmoortgat.com,False,https://www.ransomware.live/id/ZHV2ZWxtb29ydGdhdC5jb21AMjAyNC0wMy0wNg==,"La brasserie Duvel Moortgat, située à Breendonk, a été victime d'une cyberattaque par ransomware, entraînant l'arrêt de toutes ses activités. Les alarmes de l'IT ont été déclenchées à 1h30 du matin et la production a été immédiatement suspendue, avec une reprise incertaine prévue peut-être pour le jour suivant ou celui d'après. La brasserie produit non seulement la célèbre bière Duvel, mais aussi Vedett et les bières Maredsous, et il n'est pas encore clair si les autres sites de Duvel Moortgat ont été affectés, bien que la brasserie dispose d'un stock suffisant pour gérer l'arrêt de production.",Brouwerij Duvel Moortgat slachtoffer van cyberaanval: alle activiteiten in Breendonk stopgezet (Puurs-Sint-Amands) | Het Nieuwsblad,https://www.nieuwsblad.be/cnt/dmf20240306_93872357,Brasserie Duvel Moortgat,,,,,,,,,,,,,,,,,,,,,2024-03-06,,,,,,
False,False,US,2022-11-22,northeastorthopedics.com,False,https://www.ransomware.live/id/bm9ydGhlYXN0b3J0aG9wZWRpY3MuY29tQDIwMjItMTEtMjI=,"Le fournisseur de soins de santé New-Yorkais Northeast Orthopedics and Sports Medicine a été victime d'une cyberattaque qui a compromis les données personnelles de plus de 177 000 personnes, dont des patients, révélant des informations sensibles telles que les numéros de sécurité sociale, les informations de permis de conduire, et les détails médicaux. L'entreprise a détecté l'activité suspecte le 22 novembre et a confirmé l'accès non autorisé le 29 décembre, mais n'a rendu publique la déclaration que le 9 février, offrant des services de surveillance de crédit et de protection d'identité aux victimes.",Northeast Orthopedics suffers data breach​ | Cybernews,https://cybernews.com/news/northeast-orthopedics-suffers-data-breach/,Northeast Orthopedics and Sports Medicine,,,,,,,,,,,,,,,,,,,,,2024-03-06,,,,,,
blacksuit,https:/www.ransomware.live/id/U291dGggU3QgUGF1bCBQdWJsaWMgU2Nob29sc0BibGFja3N1aXQ=,US,2024-03-04,sspps.org,True,https://www.ransomware.live/id/c3NwcHMub3JnQDIwMjQtMDMtMDQ=,Les écoles publiques de South St. Paul ont signalé une perturbation technologique en cours due à une activité non autorisée dans leur réseau informatique. Ils ont mis leurs systèmes hors ligne pour isoler le problème et ont engagé une entreprise de cybersécurité pour enquêter et restaurer les systèmes. Le district se concentre maintenant sur la restauration des services et sur le maintien d'un environnement d'apprentissage productif pour les élèves et le personnel.,South St. Paul Public Schools investigating potential cybersecurity threat - Twin Cities,https://www.twincities.com/2024/03/06/south-st-paul-public-schools-investigating-potential-cybersecurity-threat/,South St. Paul Public Schools,0.0,0.0,7.0,2024-03-07 10:26:22,28.0,6.0,,,,,,,,,,,,,,,2024-03-07,,,,,,
False,False,CA,2024-02-27,gssd.ca,True,https://www.ransomware.live/id/Z3NzZC5jYUAyMDI0LTAyLTI3,"La Good Spirit School Division, qui supervise 27 écoles dans le centre-ouest de la Saskatchewan, a été victime d'une cyberattaque le 27 février, entraînant des perturbations importantes de ses systèmes de communication et d'internet, bien que les données personnelles des élèves soient restées sécurisées car gérées par un système externe. Cet incident met en évidence la tendance croissante des menaces de cybersécurité ciblant les institutions éducatives et souligne la nécessité d'améliorer les mesures de cybersécurité dans le secteur de l'éducation.","Cyber-Attack on Good Spirit School Division Disrupts Operations, Student Data Safe",https://bnnbreaking.com/world/canada/cyber-attack-on-good-spirit-school-division-disrupts-operations-student-data-safe,Good Spirit School Division (GSSD),5.0,2.0,7.0,2024-03-08 13:22:08,7.0,2.0,,,,,,,,,,,,,,,2024-03-07,,,,,,
False,False,BE,2024-03-07,beyerskoffie.com,False,https://www.ransomware.live/id/YmV5ZXJza29mZmllLmNvbUAyMDI0LTAzLTA3,"L'entreprise Beyers Koffie a été victime d'une cyberattaque, suivant un incident similaire qui a affecté la brasserie Duvel-Moortgat plus tôt dans la semaine. La production chez Duvel-Moortgat a dû être arrêtée en conséquence de l'attaque. Les répercussions exactes de l'attaque sur Beyers Koffie ne sont pas encore connues.",Nu ook Beyers Koffie slachtoffer van cyberaanval | RTV,https://www.rtv.be/actualiteit/nu-ook-beyers-koffie-slachtoffer-van-cyberaanval,Beyers Koffie,,,,,,,,,,,,,,,,,,,,,2024-03-08,,,,,,
False,False,DO,2024-03-07,adess.gob.do,True,https://www.ransomware.live/id/YWRlc3MuZ29iLmRvQDIwMjQtMDMtMDc=,"La Administradora de Subsidios Sociales (ADESS) de la République Dominicaine a été victime d'une cyberattaque par le groupe criminel « Blackcat », qui a temporairement affecté ses systèmes opérationnels. L'intervention rapide des équipes de sécurité informatique, en collaboration avec diverses autorités nationales de cybersécurité, a permis de protéger les données et d'assurer la continuité des opérations. Malgré l'attaque, ADESS assure que le calendrier des paiements des subventions sociales ne sera pas perturbé et encourage les bénéficiaires à continuer de participer aux opérations de remplacement des cartes magnétiques par des cartes à puce.",Subsidios Sociales (ADESS) informa ataque cibernético a su Data Center,https://www.elcaribe.com.do/panorama/pais/administradora-de-subsidios-sociales-adess-denuncia-ataque-cibernetico-a-su-data-center/,Administradora de Subsidios Sociales (ADESS),0.0,0.0,1.0,2024-03-08 10:21:56,2.0,3.0,,,,,,,,,,,,,,,2024-03-08,,,,,,
