Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
Russia,2015,SQL Injection,Education,-1.5713194494544755,0.18803608663995208,Insider,Weak Passwords,VPN,0.7547889483937796
India,2024,Ransomware,Retail,-1.1436901688039989,-0.9259574516574886,Unknown,Social Engineering,Firewall,0.07409806476115181
Brazil,2016,DDoS,Healthcare,-1.475788944028902,0.10404727542782703,Nation-state,Zero-day,Firewall,-1.6276291443204178
Australia,2016,Malware,Retail,-0.3693719993727132,-0.835035113644954,Unknown,Social Engineering,Antivirus,-0.16900582225050098
Brazil,2021,SQL Injection,Telecommunications,-1.3507308278354238,1.1866950634589386,Unknown,Weak Passwords,Antivirus,0.5603058387844574
Germany,2017,Man-in-the-Middle,Retail,0.8159010352165855,0.36312316117148774,Hacker Group,Unpatched Software,VPN,-1.4331460347110956
Germany,2022,Man-in-the-Middle,IT,0.5338255064690736,1.6357047398281461,Insider,Weak Passwords,AI-based Detection,0.12271884216348238
Australia,2021,Ransomware,Retail,-0.32073828751969397,0.5348469577774516,Insider,Unpatched Software,Antivirus,0.8520305031984408
Japan,2022,DDoS,Retail,0.48241272536731017,-1.4361373920822496,Nation-state,Social Engineering,AI-based Detection,0.7547889483937796
Brazil,2022,Phishing,Banking,0.851681551794164,0.9201578749942401,Hacker Group,Social Engineering,AI-based Detection,0.07409806476115181
Australia,2016,SQL Injection,Banking,-1.6939458800553029,-1.4250782443598053,Hacker Group,Weak Passwords,AI-based Detection,-0.07176426744583986
UK,2021,Phishing,Healthcare,-1.7071464589868366,-0.44634022140766705,Unknown,Unpatched Software,Firewall,0.5603058387844574
Japan,2015,SQL Injection,Retail,0.7082121018277568,-1.5913242098418634,Unknown,Weak Passwords,AI-based Detection,0.31720195177280464
India,2019,Ransomware,Telecommunications,-0.6396364838130633,-0.2603009341441412,Unknown,Social Engineering,AI-based Detection,0.9492720580031019
Brazil,2017,Phishing,Healthcare,0.6425565908261808,0.07431244904995132,Hacker Group,Weak Passwords,VPN,1.2409967224170853
Japan,2024,Man-in-the-Middle,Retail,-1.414649420556535,0.4038895391452389,Insider,Unpatched Software,AI-based Detection,1.6299629416357297
India,2019,DDoS,Telecommunications,-1.2492948002562692,1.2176924126273365,Insider,Zero-day,Antivirus,0.9006512806007714
Brazil,2024,SQL Injection,Banking,-0.6055928855159497,0.4834733186538202,Insider,Weak Passwords,Antivirus,1.3382382772217463
Russia,2024,Man-in-the-Middle,IT,0.5946176462853476,-0.90321134433316,Unknown,Unpatched Software,VPN,0.02547728735882126
China,2022,Man-in-the-Middle,IT,1.2091393339138556,-1.2054648196095201,Unknown,Weak Passwords,Antivirus,-1.141421370297112
Japan,2017,Man-in-the-Middle,Banking,1.0139097191895927,0.7173677389034562,Nation-state,Unpatched Software,AI-based Detection,0.6575473935891185
UK,2022,Phishing,Government,0.3952194276879685,-0.7097142038644174,Unknown,Zero-day,Antivirus,-1.141421370297112
Russia,2018,Man-in-the-Middle,Telecommunications,-1.5831304937616373,0.961710742575202,Insider,Zero-day,AI-based Detection,0.9006512806007714
Germany,2019,Phishing,Healthcare,1.7187511574022791,1.537679848739968,Hacker Group,Weak Passwords,AI-based Detection,-0.3634889318598232
China,2018,Malware,Education,1.5606915938799666,1.4252152844246686,Insider,Social Engineering,VPN,-0.31486815445749267
Germany,2016,SQL Injection,Education,-0.26098829867169887,-1.0695263001316402,Nation-state,Social Engineering,Antivirus,0.02547728735882126
Australia,2016,Malware,Telecommunications,0.6227557224288803,0.9457187872285857,Unknown,Zero-day,Encryption,1.3868590546240769
France,2018,SQL Injection,Government,-0.4985987194393073,0.566030580800189,Unknown,Social Engineering,Firewall,1.1923759450147546
France,2023,SQL Injection,Healthcare,0.6693051323453417,1.1026959036993502,Unknown,Zero-day,Firewall,-0.94693826068779
UK,2020,Phishing,Healthcare,-1.6491333884193062,0.02169698423072415,Unknown,Weak Passwords,Encryption,-0.9955590380901205
Australia,2021,Man-in-the-Middle,Healthcare,1.2435303158670623,-0.34525905930199513,Unknown,Social Engineering,AI-based Detection,-1.6276291443204178
Germany,2022,SQL Injection,IT,-1.534844165564711,0.8195665441351643,Hacker Group,Zero-day,AI-based Detection,1.4841006094287381
China,2016,Phishing,IT,-0.8001277329280269,1.6168013931285221,Nation-state,Zero-day,AI-based Detection,1.2896174998194159
China,2024,DDoS,Government,0.6526307168528779,1.3314815910179383,Hacker Group,Unpatched Software,Firewall,-1.5303875895157566
Germany,2022,SQL Injection,Education,0.6415144398579018,0.7113310862165325,Nation-state,Zero-day,Firewall,-0.8983174832854594
India,2023,SQL Injection,Retail,-1.6550389105728873,-1.6343845158366457,Nation-state,Weak Passwords,AI-based Detection,0.7061681709914491
UK,2020,SQL Injection,Government,0.11349128259654966,-1.2119154141949757,Unknown,Zero-day,Encryption,0.9978928354054325
Japan,2020,DDoS,Healthcare,-0.8567512688711851,-1.4073270359444283,Insider,Unpatched Software,Firewall,0.2685811743704741
Australia,2016,SQL Injection,IT,-0.23389237349644523,1.569919023603962,Nation-state,Social Engineering,Antivirus,-0.21762659965283154
China,2024,Phishing,Telecommunications,-1.4257656975515105,-0.009728104899490202,Hacker Group,Unpatched Software,Encryption,-1.1900421476994427
Japan,2024,Man-in-the-Middle,IT,0.45427464922377775,-0.5038298520821075,Unknown,Weak Passwords,VPN,-0.5093512640668149
Japan,2017,Man-in-the-Middle,Healthcare,-1.3614997211743067,-1.5185187289217423,Insider,Social Engineering,Firewall,0.31720195177280464
India,2023,DDoS,Education,1.0983239476201903,-1.6592210297485603,Hacker Group,Weak Passwords,Encryption,1.5813421642333991
USA,2017,Man-in-the-Middle,IT,-1.5730563677349405,-1.6628361223290724,Unknown,Unpatched Software,AI-based Detection,-1.384525257308765
UK,2017,SQL Injection,Government,1.6763703513589339,1.346169629384179,Insider,Weak Passwords,Antivirus,1.0951343902100936
UK,2023,Malware,Banking,0.16837790025924304,-0.8468842004904299,Unknown,Unpatched Software,VPN,-1.6276291443204178
China,2022,Man-in-the-Middle,Banking,-1.3246770536284491,1.6641528968047519,Unknown,Social Engineering,Encryption,0.9006512806007714
France,2022,DDoS,Healthcare,-1.52893864341113,0.7689552480079958,Insider,Social Engineering,Encryption,0.6575473935891185
UK,2021,Phishing,Retail,0.20971655533430936,0.13165375054408449,Nation-state,Zero-day,Antivirus,0.21996039696814348
India,2023,Ransomware,Education,-0.3245595077367169,-0.526017137843418,Nation-state,Unpatched Software,Firewall,-1.287283702504104
France,2019,Malware,Healthcare,-0.37041415034099223,0.23055481865082167,Nation-state,Weak Passwords,Antivirus,-1.384525257308765
Brazil,2023,SQL Injection,Healthcare,-0.10084443321282802,1.4784171669334827,Insider,Unpatched Software,Antivirus,-0.31486815445749267
Brazil,2022,Phishing,Banking,1.6524008790885172,1.3101877298542923,Insider,Unpatched Software,AI-based Detection,0.9006512806007714
China,2015,Ransomware,IT,0.23542294588519105,0.8876185922538107,Nation-state,Social Engineering,VPN,1.4841006094287381
France,2016,DDoS,Government,1.111524526551724,-0.5289975195128478,Nation-state,Weak Passwords,VPN,0.9978928354054325
Australia,2023,Malware,Healthcare,-0.4433647181205212,-1.1955233150131122,Unknown,Unpatched Software,AI-based Detection,0.31720195177280464
USA,2016,SQL Injection,Government,0.9364431638808547,0.4402784815420151,Unknown,Weak Passwords,AI-based Detection,0.5116850613821269
India,2017,DDoS,Government,0.8693981182549065,-0.5258239649574364,Insider,Zero-day,VPN,0.12271884216348238
France,2018,Ransomware,Telecommunications,-1.3621944884864925,-0.0017907689951407806,Hacker Group,Zero-day,AI-based Detection,0.9006512806007714
Brazil,2024,DDoS,Telecommunications,-0.47949261835419266,0.8082107380521055,Unknown,Social Engineering,VPN,0.41444350657746576
UK,2021,Ransomware,Banking,1.0017512912263375,0.17538326260815995,Unknown,Unpatched Software,Firewall,-0.16900582225050098
Russia,2019,SQL Injection,Banking,0.32261624356453267,0.6111571467718097,Insider,Zero-day,VPN,0.7547889483937796
Germany,2024,DDoS,Retail,-0.41140542175996564,-1.0592605410480487,Nation-state,Social Engineering,VPN,-1.044179815492451
USA,2018,Man-in-the-Middle,Banking,1.2087919502577629,0.6230062336172857,Hacker Group,Social Engineering,Encryption,0.8034097257961103
Japan,2024,Ransomware,Retail,-0.4517019258667529,1.1419479442276388,Insider,Zero-day,VPN,-1.0928005928947817
Germany,2016,Phishing,Education,-0.06680083491571462,1.389681821951525,Unknown,Unpatched Software,Firewall,-0.16900582225050098
France,2019,Phishing,Retail,-1.6498281557314924,-0.7126290447332463,Unknown,Social Engineering,Firewall,-0.9955590380901205
UK,2023,Phishing,Retail,-0.6055928855159497,-1.676827358499451,Unknown,Social Engineering,VPN,-1.141421370297112
UK,2021,Malware,Education,0.7089068691399432,-0.047993583902944406,Nation-state,Weak Passwords,Antivirus,1.6299629416357297
Germany,2020,Phishing,Healthcare,-0.4298167555328944,-0.3798163087977676,Nation-state,Unpatched Software,Encryption,-0.16900582225050098
India,2021,DDoS,Telecommunications,-0.5316001667681419,-1.2047714669294793,Nation-state,Zero-day,Firewall,-0.9955590380901205
Russia,2017,Ransomware,Education,1.334197450107334,-0.20795453155895977,Insider,Zero-day,Encryption,0.07409806476115181
Japan,2015,Man-in-the-Middle,Healthcare,-1.477525862309367,0.9153078557497746,Unknown,Unpatched Software,Firewall,1.046513612807763
Brazil,2023,Ransomware,Retail,0.5518894565859092,0.35818345451567357,Hacker Group,Zero-day,VPN,-1.0928005928947817
Australia,2020,DDoS,Healthcare,1.4227802824110476,-0.11580416591411387,Hacker Group,Unpatched Software,AI-based Detection,1.6785837190380604
Germany,2015,Man-in-the-Middle,Retail,0.45705371847252163,-0.6672437650750432,Nation-state,Weak Passwords,AI-based Detection,-0.023143490043509303
Brazil,2023,DDoS,IT,1.170579748087533,-0.3941938907401094,Insider,Zero-day,AI-based Detection,-0.2662473770551621
China,2015,SQL Injection,IT,-0.7692105875357502,0.3453029624396889,Unknown,Zero-day,VPN,-0.12038504484817042
China,2024,SQL Injection,Government,1.1719692827119053,0.21970954090928557,Unknown,Social Engineering,Antivirus,0.07409806476115181
Russia,2020,SQL Injection,Telecommunications,-0.7157135044974291,-0.8175564169794439,Insider,Zero-day,AI-based Detection,-1.141421370297112
Australia,2020,Malware,Education,-1.5473499771840589,0.3028704683243468,Insider,Weak Passwords,Firewall,-1.287283702504104
USA,2018,DDoS,Government,1.1935070693896708,0.46336264141681144,Insider,Weak Passwords,Firewall,-0.5093512640668149
China,2023,Man-in-the-Middle,Telecommunications,-0.7528835556993796,-0.20159362438485273,Unknown,Zero-day,Firewall,1.4354798320264075
Germany,2016,DDoS,Government,-0.9731247936623383,-1.7049098667990203,Nation-state,Unpatched Software,Encryption,-1.287283702504104
Brazil,2023,SQL Injection,IT,1.6284314068181007,1.0055713362404792,Nation-state,Social Engineering,Firewall,-0.8010759284807982
Australia,2020,SQL Injection,Telecommunications,0.09820640172845796,-1.5498403325773236,Unknown,Zero-day,VPN,0.3658227291751352
Germany,2016,DDoS,IT,0.43829500104349994,0.257357556580763,Hacker Group,Unpatched Software,Encryption,-1.481766812113426
Germany,2023,Malware,Banking,0.6842426295573403,0.9889136243403908,Unknown,Unpatched Software,Firewall,1.1923759450147546
France,2022,Malware,IT,1.4519605095228594,0.7697313890677432,Unknown,Weak Passwords,Encryption,1.2896174998194159
Russia,2023,Malware,IT,1.65274826274461,0.35878711978436595,Nation-state,Unpatched Software,AI-based Detection,-0.2662473770551621
Australia,2019,SQL Injection,Retail,-1.26909566865357,-0.02765523862174311,Unknown,Zero-day,Antivirus,0.41444350657746576
Japan,2024,Malware,Retail,0.22256975060975007,-0.5201771075582969,Unknown,Weak Passwords,Antivirus,1.0951343902100936
China,2019,Ransomware,Banking,-0.6184460807913906,0.7206033847436474,Insider,Weak Passwords,Firewall,-0.5093512640668149
India,2017,DDoS,IT,0.6807687929964105,-0.2996012678939252,Unknown,Unpatched Software,Encryption,-0.023143490043509303
USA,2019,Ransomware,Banking,-0.9682614224770364,-1.564235162098771,Unknown,Zero-day,Encryption,-0.023143490043509303
UK,2017,Ransomware,Retail,-0.0897281562178524,-1.2122534667454437,Insider,Zero-day,Encryption,1.0951343902100936
Russia,2017,Phishing,Retail,-1.0391276883200073,0.9083881270126494,Unknown,Zero-day,VPN,1.3382382772217463
France,2024,Phishing,Banking,-0.8407716206909073,-0.6565709631245621,Hacker Group,Unpatched Software,Antivirus,-0.4121097092621538
Germany,2020,Phishing,IT,-0.589960620991765,0.49922035837713835,Insider,Social Engineering,Firewall,-0.46073048666448435
Japan,2023,Phishing,Education,0.6178923512435783,0.8275763198717568,Insider,Zero-day,Antivirus,0.3658227291751352
Brazil,2021,DDoS,Banking,-1.2426945107905023,-1.3035828476248679,Insider,Weak Passwords,Antivirus,-0.21762659965283154
France,2015,Phishing,Retail,-0.21548103972351648,-0.2673965881881424,Insider,Unpatched Software,Encryption,-1.2386629251017733
Australia,2023,Ransomware,Retail,-0.3110115451490901,-0.3719238165990925,Insider,Social Engineering,AI-based Detection,0.2685811743704741
UK,2019,Phishing,Telecommunications,1.395684357235794,1.373831296753574,Unknown,Weak Passwords,Encryption,-1.384525257308765
USA,2023,Ransomware,IT,-0.5402847581704667,0.4394367996816669,Insider,Social Engineering,Encryption,1.3382382772217463
France,2017,SQL Injection,Healthcare,1.1546000999072557,0.7720080695096686,Nation-state,Social Engineering,Encryption,1.1923759450147546
Australia,2018,DDoS,Education,0.49074993311354237,-1.3634043509943714,Insider,Zero-day,Antivirus,-0.21762659965283154
India,2018,Malware,Education,1.246656768771899,-1.7368661813656838,Insider,Weak Passwords,VPN,-0.6552135962738066
Russia,2024,Phishing,Education,-0.861267256400394,1.5498773366833751,Insider,Social Engineering,AI-based Detection,1.3868590546240769
Brazil,2021,DDoS,Government,0.1982528946832406,0.719654767892845,Hacker Group,Zero-day,Antivirus,0.7061681709914491
Russia,2021,DDoS,Healthcare,-1.3587206519255626,-0.5869562843389577,Insider,Weak Passwords,VPN,-1.5303875895157566
USA,2016,Phishing,IT,1.460297717269091,-0.9826226480506862,Nation-state,Social Engineering,Antivirus,0.07409806476115181
USA,2015,SQL Injection,Telecommunications,1.3237759404245437,1.4214070189581751,Nation-state,Social Engineering,Antivirus,0.5116850613821269
USA,2017,Man-in-the-Middle,IT,-0.6979969380366864,0.22034080230454672,Hacker Group,Zero-day,AI-based Detection,0.608926616186788
UK,2019,Malware,Education,1.396726508204073,-0.2225149378398198,Insider,Unpatched Software,VPN,-1.044179815492451
Japan,2023,SQL Injection,Healthcare,-0.17761622120937992,-1.1454328957749296,Insider,Weak Passwords,Encryption,-1.5790083669180872
USA,2022,Ransomware,Government,0.7238443663519417,-0.8509787757700747,Unknown,Unpatched Software,AI-based Detection,1.5327213868310685
Japan,2021,Phishing,Healthcare,-1.4268078485197897,0.2375883814100431,Hacker Group,Social Engineering,Antivirus,-1.3359044799064344
Brazil,2018,Malware,Education,-1.5709720657983828,1.191365707880707,Hacker Group,Weak Passwords,VPN,1.3868590546240769
Australia,2018,DDoS,Retail,-0.30927462686862495,1.2260781855884288,Nation-state,Unpatched Software,Encryption,-0.31486815445749267
USA,2015,SQL Injection,Education,1.6774125023272128,-1.2546790618291435,Insider,Social Engineering,AI-based Detection,0.7061681709914491
China,2015,DDoS,Telecommunications,0.37333425735410997,1.5903746524230806,Nation-state,Zero-day,AI-based Detection,-0.21762659965283154
Russia,2015,Malware,Telecommunications,0.6547150187894359,-1.6709976767617933,Unknown,Social Engineering,VPN,-0.023143490043509303
Germany,2015,DDoS,Retail,-1.4816944661824827,-0.626684358050558,Nation-state,Social Engineering,Encryption,-0.5579720414691455
USA,2016,Ransomware,Retail,0.23194910932426105,-1.567332827306118,Nation-state,Social Engineering,Antivirus,-0.5579720414691455
Russia,2020,DDoS,Banking,-0.5732862054993011,1.1975989829694333,Insider,Weak Passwords,Firewall,-0.5579720414691455
China,2024,DDoS,IT,-0.9741669446306174,0.6907340272487488,Unknown,Unpatched Software,AI-based Detection,0.7547889483937796
France,2018,Ransomware,Banking,-0.789011455933051,-0.5160721837311888,Nation-state,Unpatched Software,VPN,1.3868590546240769
Australia,2022,Malware,Education,-0.11717146504919898,1.2465614105341163,Unknown,Social Engineering,Antivirus,-0.94693826068779
Germany,2016,SQL Injection,Telecommunications,-0.05985316179385462,-1.1563782094752775,Insider,Zero-day,Antivirus,-0.6552135962738066
India,2023,SQL Injection,IT,1.4540448114594169,-0.4300240115738675,Unknown,Unpatched Software,Encryption,-0.31486815445749267
USA,2019,SQL Injection,Retail,1.3369765193560779,1.3590915156500167,Insider,Zero-day,Firewall,-0.07176426744583986
Japan,2020,Ransomware,IT,0.3889665218782946,0.6880847990981445,Unknown,Zero-day,Antivirus,0.2685811743704741
Russia,2022,Malware,Telecommunications,1.1837803270190668,-0.8364494151316046,Nation-state,Weak Passwords,Encryption,0.8520305031984408
Brazil,2021,DDoS,Telecommunications,0.6036496213437657,0.6160037165004542,Hacker Group,Unpatched Software,Antivirus,-1.141421370297112
USA,2022,Phishing,IT,0.3198371743157888,-0.42189350278353654,Nation-state,Unpatched Software,Firewall,-1.6762499217227482
Germany,2024,Phishing,Government,1.379704709055516,0.020603487715435683,Nation-state,Social Engineering,VPN,1.2409967224170853
UK,2018,SQL Injection,Education,-1.19023957872046,1.4069673457310536,Nation-state,Unpatched Software,Antivirus,1.5813421642333991
UK,2020,Ransomware,Banking,-1.1666174901061366,1.544761704720685,Hacker Group,Zero-day,AI-based Detection,0.41444350657746576
France,2015,Phishing,Government,-0.2992005008419281,1.408585168651149,Insider,Unpatched Software,Antivirus,1.5327213868310685
Brazil,2019,Malware,Government,-0.6757643840467347,-0.8120613382764328,Insider,Unpatched Software,Antivirus,1.046513612807763
India,2016,Ransomware,Healthcare,-0.4645551211421939,-1.3497270207637129,Hacker Group,Social Engineering,Antivirus,-1.2386629251017733
Russia,2023,DDoS,Healthcare,-0.14913076140975431,-0.6685718286661665,Hacker Group,Weak Passwords,Antivirus,-1.287283702504104
Japan,2024,Man-in-the-Middle,Telecommunications,1.660738086834749,-0.15886447190889605,Insider,Social Engineering,Antivirus,-1.0928005928947817
USA,2024,Ransomware,IT,-1.1770389997889263,1.4056737772981414,Unknown,Weak Passwords,Encryption,0.3658227291751352
Brazil,2017,Man-in-the-Middle,IT,0.714465007637431,1.2666858858344094,Unknown,Social Engineering,Antivirus,0.7547889483937796
USA,2016,SQL Injection,Government,-1.261800611875617,1.2370441963837036,Nation-state,Unpatched Software,VPN,-1.044179815492451
Australia,2018,Malware,Healthcare,1.1170826650492123,-0.24166664967856294,Unknown,Social Engineering,AI-based Detection,-0.3634889318598232
Australia,2018,Ransomware,IT,0.96492862368048,-1.0665700650729582,Unknown,Zero-day,Antivirus,1.2896174998194159
UK,2022,Ransomware,Retail,-1.3913747155983043,-1.6739815079470441,Nation-state,Unpatched Software,Firewall,-0.21762659965283154
Russia,2019,Ransomware,Healthcare,-0.9915361274352671,-0.9908600918314713,Hacker Group,Social Engineering,Firewall,-1.0928005928947817
India,2018,Malware,Healthcare,-0.6830594408246876,-0.08013962183976851,Unknown,Weak Passwords,AI-based Detection,0.9978928354054325
UK,2020,SQL Injection,Education,-0.518399587836608,-0.40908200102397385,Unknown,Unpatched Software,VPN,0.2685811743704741
France,2019,Man-in-the-Middle,Banking,-0.7712948894723083,1.4637532751779898,Nation-state,Weak Passwords,Antivirus,-1.6762499217227482
USA,2022,Malware,IT,-1.6130054881856348,1.238624074629767,Nation-state,Unpatched Software,AI-based Detection,1.4354798320264075
China,2018,Ransomware,Telecommunications,0.27050869515058346,-0.7029635014025262,Nation-state,Unpatched Software,Encryption,-0.8983174832854594
Japan,2017,SQL Injection,Healthcare,-1.5001057999554115,-1.0809269499203733,Insider,Weak Passwords,Encryption,0.7061681709914491
Germany,2021,Man-in-the-Middle,Banking,-0.44475425274489316,-0.49271206259070455,Hacker Group,Zero-day,Firewall,1.2896174998194159
Brazil,2016,Phishing,Retail,-0.7817163991550982,-1.6343810663208245,Nation-state,Unpatched Software,Antivirus,-0.5093512640668149
Brazil,2024,Ransomware,IT,0.7314868067859875,1.3737347103105833,Unknown,Social Engineering,Encryption,-1.1900421476994427
Brazil,2024,Man-in-the-Middle,Telecommunications,-0.8115913935790957,1.5125915201731133,Nation-state,Weak Passwords,VPN,1.2896174998194159
Australia,2021,SQL Injection,Telecommunications,-1.3969328540957922,1.6895171866372949,Insider,Unpatched Software,Antivirus,-1.384525257308765
China,2022,Phishing,Retail,-0.6649954907078518,-1.2877840651642332,Insider,Weak Passwords,Firewall,0.12271884216348238
China,2023,Malware,Telecommunications,1.0284998327454982,-0.921110881928844,Unknown,Zero-day,Antivirus,-0.5093512640668149
USA,2017,Ransomware,Banking,-0.2884316075030455,-1.198262230575065,Hacker Group,Unpatched Software,Antivirus,0.5116850613821269
UK,2021,Man-in-the-Middle,Education,-0.33046502989029786,-0.3116435276253827,Insider,Unpatched Software,AI-based Detection,-1.287283702504104
France,2020,DDoS,Healthcare,0.28857264526741905,-1.2113358955370312,Insider,Social Engineering,Encryption,-0.7038343736761371
UK,2019,Phishing,IT,-1.6383644950804237,-0.9383343144235927,Unknown,Social Engineering,AI-based Detection,1.3868590546240769
Germany,2022,Phishing,Government,0.29482555107709296,-0.4164915610076951,Nation-state,Zero-day,Encryption,0.608926616186788
Brazil,2023,Ransomware,Government,-1.5942467707566133,0.8876358398329162,Unknown,Weak Passwords,Antivirus,-0.7524551510784677
Germany,2019,SQL Injection,Government,1.6124517586378226,-0.33315815780157887,Nation-state,Unpatched Software,Firewall,-0.46073048666448435
France,2022,Phishing,Healthcare,1.2303297369355282,-1.5862499720690264,Unknown,Zero-day,AI-based Detection,-0.8983174832854594
Germany,2023,DDoS,Telecommunications,0.03463519266343995,0.47608445576502556,Unknown,Social Engineering,Firewall,0.7061681709914491
UK,2021,Ransomware,Telecommunications,-1.6154371737782858,0.44890572061058437,Insider,Unpatched Software,Encryption,-0.16900582225050098
France,2021,Malware,Retail,-1.6345432748634008,1.3212813727349477,Insider,Zero-day,Antivirus,0.9006512806007714
USA,2020,DDoS,Education,0.07666861505069236,0.12744879075816448,Unknown,Zero-day,AI-based Detection,-0.31486815445749267
USA,2016,Ransomware,Retail,-1.3517729788037027,0.0649815087538778,Unknown,Weak Passwords,Encryption,0.9978928354054325
Russia,2021,DDoS,Government,1.4311174901572794,0.6265178407231647,Unknown,Unpatched Software,Antivirus,0.2685811743704741
India,2015,Man-in-the-Middle,Education,1.0212047759675453,-0.3047858901730374,Nation-state,Zero-day,Encryption,0.9006512806007714
India,2021,Man-in-the-Middle,IT,0.10411192388203894,0.2691790472996702,Hacker Group,Social Engineering,Encryption,-0.8010759284807982
Japan,2021,Man-in-the-Middle,Telecommunications,-1.0971407588875375,0.15507596296934853,Nation-state,Social Engineering,Encryption,-0.94693826068779
USA,2024,DDoS,Retail,-1.2211567241127366,-1.7372318300427203,Insider,Social Engineering,Firewall,-1.6276291443204178
France,2018,DDoS,Telecommunications,-1.3121712420091014,1.5700501052051639,Unknown,Zero-day,Firewall,0.07409806476115181
USA,2024,Ransomware,Retail,-0.1355827988221275,-0.9565305103798913,Insider,Weak Passwords,AI-based Detection,0.17133961956581292
France,2021,SQL Injection,Banking,0.430999944265547,0.2520866964061233,Insider,Zero-day,AI-based Detection,0.31720195177280464
Japan,2018,SQL Injection,Healthcare,1.2101814848821346,0.97262501063316,Nation-state,Unpatched Software,Antivirus,0.21996039696814348
China,2016,Malware,Healthcare,1.203928579072461,-0.17206921847206408,Insider,Unpatched Software,Antivirus,0.5603058387844574
China,2024,DDoS,Healthcare,0.10550145850641088,-0.4587826249743721,Unknown,Social Engineering,VPN,-0.12038504484817042
India,2023,Ransomware,Retail,-1.603973513127217,-0.9905289383126458,Unknown,Unpatched Software,VPN,0.5603058387844574
Australia,2024,Man-in-the-Middle,Telecommunications,-0.6535318300567831,-0.441786860523816,Nation-state,Unpatched Software,VPN,-0.46073048666448435
UK,2020,Phishing,Banking,1.1907280001409268,1.0608015340520995,Hacker Group,Unpatched Software,Encryption,0.12271884216348238
Australia,2021,Man-in-the-Middle,Banking,1.124725105483258,-0.8579536967603375,Unknown,Social Engineering,VPN,-0.6552135962738066
USA,2023,DDoS,Healthcare,-1.5692351475179176,-0.14264484851808729,Unknown,Weak Passwords,Encryption,-0.9955590380901205
Australia,2023,DDoS,IT,-0.6604795031786429,0.9205476702820243,Hacker Group,Zero-day,Antivirus,-1.5303875895157566
UK,2020,DDoS,Retail,1.2334561898403653,1.050463335136265,Unknown,Social Engineering,Encryption,-0.5093512640668149
India,2024,DDoS,Retail,-0.521873424397538,-0.5591980305265719,Insider,Social Engineering,Firewall,0.608926616186788
Japan,2024,Phishing,Retail,1.537416888921736,-0.0887254667184846,Insider,Zero-day,VPN,1.6299629416357297
USA,2017,SQL Injection,Banking,-0.37875135808722393,1.3994991439783737,Unknown,Weak Passwords,Antivirus,0.7547889483937796
Australia,2024,Phishing,Banking,0.695706290208409,0.3329260996735847,Insider,Zero-day,Encryption,0.21996039696814348
UK,2018,Ransomware,Government,-1.5247700395380142,-1.2155477543545934,Hacker Group,Social Engineering,AI-based Detection,-0.5093512640668149
USA,2016,SQL Injection,Healthcare,-0.856056501558999,-1.4680523124590599,Nation-state,Zero-day,AI-based Detection,-1.5790083669180872
India,2017,Ransomware,Retail,1.0573326762012172,1.148074284325911,Nation-state,Zero-day,Antivirus,-1.384525257308765
Germany,2018,Malware,Banking,0.46261185697000967,-0.5424126865411029,Hacker Group,Social Engineering,Firewall,1.046513612807763
USA,2021,Ransomware,Telecommunications,-1.6279429853976337,-0.9433947541331453,Insider,Unpatched Software,Encryption,0.2685811743704741
Brazil,2016,DDoS,Government,1.0281524490894054,0.17451398462124293,Unknown,Social Engineering,Antivirus,1.6785837190380604
UK,2016,SQL Injection,Retail,-0.9026059114754603,-1.5798269736101396,Unknown,Zero-day,Antivirus,0.8034097257961103
UK,2024,Man-in-the-Middle,IT,0.19929504565151937,0.6960600796765261,Unknown,Unpatched Software,Encryption,-0.94693826068779
China,2018,Ransomware,IT,-0.23493452446472426,-0.6675473224673,Unknown,Social Engineering,AI-based Detection,-0.12038504484817042
France,2019,SQL Injection,Government,1.2032338117602746,-0.6913765777594537,Nation-state,Weak Passwords,Antivirus,-0.8010759284807982
Brazil,2017,SQL Injection,Telecommunications,-0.9185855596557381,-0.2011279397490043,Insider,Unpatched Software,Antivirus,1.0951343902100936
China,2021,Ransomware,Healthcare,-0.6174039298231115,1.6887410455775476,Hacker Group,Social Engineering,Firewall,0.8520305031984408
UK,2015,Phishing,Healthcare,1.0858181360008425,-1.400676369441349,Unknown,Social Engineering,VPN,-1.5303875895157566
USA,2018,Phishing,Telecommunications,-0.27905224878853446,-1.416664875272144,Nation-state,Social Engineering,Encryption,1.3868590546240769
France,2017,SQL Injection,Education,-1.2489474166001764,-1.1507210035286748,Hacker Group,Zero-day,AI-based Detection,1.2896174998194159
USA,2015,Man-in-the-Middle,IT,-0.40202606304545463,1.0883148722411873,Nation-state,Weak Passwords,Antivirus,-0.9955590380901205
Germany,2018,SQL Injection,Telecommunications,-1.608142117000333,-1.1721252491985958,Insider,Weak Passwords,Encryption,1.1923759450147546
China,2015,SQL Injection,Telecommunications,0.8829460808425333,0.34611014914182614,Insider,Unpatched Software,Antivirus,0.31720195177280464
Australia,2024,Ransomware,Education,-0.1925537184213787,-0.013581214071658087,Insider,Unpatched Software,AI-based Detection,1.046513612807763
Japan,2020,Man-in-the-Middle,IT,-0.5107571474025622,1.2080889605813963,Insider,Weak Passwords,Firewall,-1.1900421476994427
